cfg_wr_period,cfg_wr_thresh,cfg_sma_period,cfg_mfi_filter,cfg_bbw_filter,cfg_adx_filter,cfg_adx_mode,cfg_exit_mode,cfg_max_hold,label,is_n,is_avg,is_win,is_sharpe,is_pf,oos_n,oos_avg,oos_win,oos_sharpe,oos_pf,avg_hold,avg_peak,avg_dd,cfg_hold_days
20,-40,20,accumulating,not_expanded,25.0,below,fixed,,"WR(20,-40) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed15",24,2.1519,66.7,1.39,2.31,17,3.7051,82.4,4.07,24.88,15.0,5.6,-2.52,15.0
20,-50,20,not_weak,not_expanded,20.0,above,bbw_contract,30.0,"WR(20,-50) SMA20 MFI:not_weak BBW:not_expanded ADXa20 bbw_contract",28,0.9436,71.4,0.93,1.84,20,2.6116,90.0,4.07,14.66,12.5,3.47,-2.85,
20,-50,20,accumulating,not_expanded,25.0,below,fixed,,"WR(20,-50) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed15",24,2.1343,66.7,1.37,2.29,17,3.7051,82.4,4.07,24.88,15.0,5.6,-2.51,15.0
14,-30,20,not_weak,not_expanded,20.0,above,bbw_contract,30.0,"WR(14,-30) SMA20 MFI:not_weak BBW:not_expanded ADXa20 bbw_contract",30,0.8835,70.0,0.9,1.81,20,2.5738,90.0,4.06,14.46,12.4,3.43,-2.87,
14,-40,20,not_weak,not_expanded,20.0,above,bbw_contract,30.0,"WR(14,-40) SMA20 MFI:not_weak BBW:not_expanded ADXa20 bbw_contract",29,0.9023,69.0,0.9,1.8,20,2.5738,90.0,4.06,14.46,12.5,3.46,-2.91,
14,-50,20,not_weak,not_expanded,20.0,above,sma_break,25.0,"WR(14,-50) SMA20 MFI:not_weak BBW:not_expanded ADXa20 sma_break",30,0.8352,80.0,0.96,1.86,21,2.2969,95.2,4.06,16.94,8.6,2.51,-2.43,
20,-30,20,not_weak,not_expanded,20.0,above,bbw_contract,30.0,"WR(20,-30) SMA20 MFI:not_weak BBW:not_expanded ADXa20 bbw_contract",30,0.8835,70.0,0.9,1.81,20,2.5738,90.0,4.06,14.46,12.4,3.43,-2.87,
20,-50,20,accumulating,not_expanded,25.0,below,fixed,,"WR(20,-50) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed10",28,0.7506,50.0,0.59,1.39,19,3.6392,84.2,4.06,10.36,10.0,4.41,-2.51,10.0
30,-50,20,not_weak,,20.0,above,sma_break,25.0,"WR(30,-50) SMA20 MFI:not_weak ADXa20 sma_break",30,1.3809,83.3,1.47,2.51,21,2.1084,81.0,4.06,6.71,9.4,2.69,-2.74,
14,-30,20,not_weak,squeeze,20.0,above,sma_break,25.0,"WR(14,-30) SMA20 MFI:not_weak BBW:squeeze ADXa20 sma_break",14,1.1553,92.9,4.91,15.8,10,0.9533,70.0,4.05,15.62,8.0,1.66,-2.03,
14,-40,20,not_weak,squeeze,20.0,above,sma_break,25.0,"WR(14,-40) SMA20 MFI:not_weak BBW:squeeze ADXa20 sma_break",13,1.2194,92.3,4.45,15.51,10,0.9533,70.0,4.05,15.62,8.1,1.65,-2.08,
14,-30,20,,not_expanded,20.0,above,fixed,,"WR(14,-30) SMA20 BBW:not_expanded ADXa20 fixed20",26,1.4054,61.5,1.08,1.82,18,4.3451,83.3,4.04,8.56,20.0,5.7,-3.13,20.0
14,-40,20,,not_expanded,20.0,above,fixed,,"WR(14,-40) SMA20 BBW:not_expanded ADXa20 fixed20",26,1.4073,61.5,1.08,1.82,18,4.3451,83.3,4.04,8.56,20.0,5.72,-3.14,20.0
14,-50,20,,not_expanded,20.0,above,fixed,,"WR(14,-50) SMA20 BBW:not_expanded ADXa20 fixed20",26,1.4516,61.5,1.12,1.87,18,4.3451,83.3,4.04,8.56,20.0,5.75,-3.11,20.0
20,-30,10,accumulating,not_expanded,20.0,above,bbw_contract,30.0,"WR(20,-30) SMA10 MFI:accumulating BBW:not_expanded ADXa20 bbw_contract",25,1.3626,56.0,0.91,1.91,18,1.5122,77.8,4.03,10.14,11.9,3.64,-2.98,
30,-50,10,not_weak,not_expanded,20.0,above,bbw_contract,30.0,"WR(30,-50) SMA10 MFI:not_weak BBW:not_expanded ADXa20 bbw_contract",25,2.0947,64.0,1.32,2.64,17,2.6023,88.2,4.03,9.9,12.1,4.1,-2.52,
30,-30,10,accumulating,not_expanded,20.0,above,bbw_contract,30.0,"WR(30,-30) SMA10 MFI:accumulating BBW:not_expanded ADXa20 bbw_contract",23,1.3363,60.9,0.88,1.87,16,1.5776,75.0,3.99,9.47,11.7,3.78,-3.04,
14,-50,10,not_weak,not_expanded,20.0,above,fixed,,"WR(14,-50) SMA10 MFI:not_weak BBW:not_expanded ADXa20 fixed20",27,0.7965,59.3,0.6,1.37,19,4.3607,78.9,3.98,8.72,20.0,5.59,-3.26,20.0
20,-50,20,not_weak,not_expanded,20.0,above,sma_break,25.0,"WR(20,-50) SMA20 MFI:not_weak BBW:not_expanded ADXa20 sma_break",30,0.6981,83.3,0.84,1.75,21,2.372,90.5,3.97,12.48,8.7,2.4,-2.52,
30,-30,10,not_weak,not_expanded,20.0,above,fixed,,"WR(30,-30) SMA10 MFI:not_weak BBW:not_expanded ADXa20 fixed20",26,1.5468,61.5,1.3,1.95,18,4.3222,77.8,3.97,9.4,20.0,5.54,-3.1,20.0
30,-40,20,accumulating,not_expanded,20.0,above,adaptive,30.0,"WR(30,-40) SMA20 MFI:accumulating BBW:not_expanded ADXa20 adaptive",22,0.9932,50.0,1.21,1.85,16,1.5042,75.0,3.96,11.45,7.6,3.11,-1.6,
20,-50,20,,not_expanded,20.0,above,sma_break,25.0,"WR(20,-50) SMA20 BBW:not_expanded ADXa20 sma_break",33,0.9346,84.8,1.14,2.1,22,2.717,90.9,3.95,14.78,8.3,2.59,-2.35,
30,-30,20,not_weak,not_expanded,20.0,above,sma_break,25.0,"WR(30,-30) SMA20 MFI:not_weak BBW:not_expanded ADXa20 sma_break",30,0.6727,80.0,0.8,1.69,21,2.3569,90.5,3.95,12.41,8.8,2.43,-2.54,
14,-40,20,accumulating,not_expanded,25.0,below,fixed,,"WR(14,-40) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed15",24,1.9091,66.7,1.25,2.17,16,3.6678,81.2,3.91,23.25,15.0,5.53,-2.51,15.0
14,-30,10,accumulating,not_expanded,20.0,above,bbw_contract,30.0,"WR(14,-30) SMA10 MFI:accumulating BBW:not_expanded ADXa20 bbw_contract",27,1.3695,59.3,0.95,1.98,19,2.1529,78.9,3.89,14.73,11.7,3.82,-2.8,
30,-40,20,not_weak,,20.0,above,bbw_contract,30.0,"WR(30,-40) SMA20 MFI:not_weak ADXa20 bbw_contract",30,1.4916,76.7,1.44,2.44,21,2.415,81.0,3.89,8.0,12.3,3.43,-3.13,
14,-40,10,accumulating,squeeze,25.0,below,fixed,,"WR(14,-40) SMA10 MFI:accumulating BBW:squeeze ADXb25 fixed15",15,-0.1967,53.3,-0.17,0.91,11,4.276,81.8,3.88,16.48,15.0,4.85,-2.84,15.0
14,-30,10,,not_expanded,20.0,above,bbw_contract,30.0,"WR(14,-30) SMA10 BBW:not_expanded ADXa20 bbw_contract",42,1.4865,66.7,1.54,2.52,28,2.172,92.9,3.87,14.39,10.6,3.53,-2.31,
14,-40,10,,not_expanded,20.0,above,bbw_contract,30.0,"WR(14,-40) SMA10 BBW:not_expanded ADXa20 bbw_contract",40,1.1918,65.0,1.26,2.16,27,2.2072,92.6,3.87,14.12,10.4,3.4,-2.4,
14,-50,20,accumulating,not_expanded,25.0,below,bbw_contract,30.0,"WR(14,-50) SMA20 MFI:accumulating BBW:not_expanded ADXb25 bbw_contract",28,2.1658,78.6,1.36,2.37,19,2.3251,89.5,3.87,7.77,12.5,4.61,-2.74,
20,-40,10,not_weak,not_expanded,20.0,above,fixed,,"WR(20,-40) SMA10 MFI:not_weak BBW:not_expanded ADXa20 fixed20",25,1.2939,64.0,1.02,1.74,17,4.3359,76.5,3.87,8.96,20.0,5.62,-3.11,20.0
14,-40,20,accumulating,not_expanded,25.0,below,fixed,,"WR(14,-40) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed10",30,0.8123,53.3,0.66,1.43,21,3.4015,81.0,3.85,9.42,10.0,4.44,-2.37,10.0
30,-40,10,not_weak,not_expanded,20.0,above,sma_break,25.0,"WR(30,-40) SMA10 MFI:not_weak BBW:not_expanded ADXa20 sma_break",33,0.8189,78.8,1.19,1.9,22,1.4645,77.3,3.85,8.94,6.2,2.06,-2.18,
20,-50,20,accumulating,squeeze,25.0,below,fixed,,"WR(20,-50) SMA20 MFI:accumulating BBW:squeeze ADXb25 fixed15",15,0.3152,60.0,0.27,1.15,10,4.3063,80.0,3.84,22.69,15.0,4.69,-2.95,15.0
14,-50,20,accumulating,not_expanded,25.0,below,fixed,,"WR(14,-50) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed10",29,0.6808,48.3,0.54,1.35,20,3.3024,80.0,3.83,8.79,10.0,4.66,-2.34,10.0
30,-40,10,accumulating,not_expanded,20.0,above,fixed,,"WR(30,-40) SMA10 MFI:accumulating BBW:not_expanded ADXa20 fixed15",16,0.346,62.5,0.31,1.16,12,4.09,91.7,3.83,24.1,15.0,5.07,-3.1,15.0
14,-30,20,not_weak,not_expanded,20.0,above,fixed,,"WR(14,-30) SMA20 MFI:not_weak BBW:not_expanded ADXa20 fixed20",25,1.5191,64.0,1.15,1.86,18,4.188,77.8,3.82,7.87,20.0,5.69,-3.17,20.0
14,-30,20,accumulating,not_expanded,25.0,below,fixed,,"WR(14,-30) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed15",24,2.1519,66.7,1.39,2.31,17,3.5061,82.4,3.82,23.59,15.0,5.56,-2.51,15.0
14,-40,20,not_weak,not_expanded,20.0,above,fixed,,"WR(14,-40) SMA20 MFI:not_weak BBW:not_expanded ADXa20 fixed20",25,1.521,64.0,1.15,1.86,18,4.188,77.8,3.82,7.87,20.0,5.71,-3.18,20.0
20,-30,20,accumulating,not_expanded,25.0,below,fixed,,"WR(20,-30) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed15",24,2.1519,66.7,1.39,2.31,17,3.5061,82.4,3.82,23.59,15.0,5.56,-2.51,15.0
30,-30,20,accumulating,not_expanded,25.0,below,fixed,,"WR(30,-30) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed15",24,2.2318,66.7,1.43,2.36,17,3.5061,82.4,3.82,23.59,15.0,5.59,-2.48,15.0
14,-50,10,accumulating,not_expanded,25.0,below,fixed,,"WR(14,-50) SMA10 MFI:accumulating BBW:not_expanded ADXb25 fixed15",24,1.2646,66.7,0.98,1.66,17,3.595,76.5,3.81,15.0,15.0,5.96,-3.03,15.0
30,-50,10,,not_expanded,20.0,above,bbw_contract,30.0,"WR(30,-50) SMA10 BBW:not_expanded ADXa20 bbw_contract",27,1.205,66.7,1.16,2.02,19,3.5961,89.5,3.81,14.75,11.7,4.36,-2.41,
14,-30,20,,not_expanded,20.0,above,sma_break,25.0,"WR(14,-30) SMA20 BBW:not_expanded ADXa20 sma_break",34,0.801,82.4,0.99,1.94,23,2.5268,91.3,3.8,14.4,8.2,2.51,-2.35,
14,-40,20,,not_expanded,20.0,above,sma_break,25.0,"WR(14,-40) SMA20 BBW:not_expanded ADXa20 sma_break",33,0.8155,81.8,0.99,1.93,23,2.5268,91.3,3.8,14.4,8.3,2.52,-2.38,
20,-30,20,,not_expanded,20.0,above,sma_break,25.0,"WR(20,-30) SMA20 BBW:not_expanded ADXa20 sma_break",34,0.801,82.4,0.99,1.94,23,2.5268,91.3,3.8,14.4,8.2,2.51,-2.35,
20,-40,20,,not_expanded,20.0,above,sma_break,25.0,"WR(20,-40) SMA20 BBW:not_expanded ADXa20 sma_break",33,0.7976,81.8,0.97,1.91,23,2.5882,91.3,3.8,14.72,8.3,2.5,-2.41,
20,-40,20,not_weak,squeeze,20.0,above,sma_break,25.0,"WR(20,-40) SMA20 MFI:not_weak BBW:squeeze ADXa20 sma_break",14,1.1553,92.9,4.91,15.8,10,1.3353,70.0,3.79,21.48,8.1,1.69,-2.0,
20,-50,20,not_weak,squeeze,20.0,above,sma_break,25.0,"WR(20,-50) SMA20 MFI:not_weak BBW:squeeze ADXa20 sma_break",14,1.3786,100.0,6.79,0.0,10,1.3353,70.0,3.79,21.48,8.0,1.77,-1.87,
30,-30,20,not_weak,squeeze,20.0,above,sma_break,25.0,"WR(30,-30) SMA20 MFI:not_weak BBW:squeeze ADXa20 sma_break",13,1.2493,92.3,4.78,15.87,10,1.3353,70.0,3.79,21.48,8.3,1.76,-2.0,
30,-40,10,accumulating,not_expanded,20.0,above,fixed,,"WR(30,-40) SMA10 MFI:accumulating BBW:not_expanded ADXa20 fixed20",16,2.6898,56.2,1.87,2.45,12,2.6819,66.7,3.78,11.17,20.0,6.04,-3.37,20.0
30,-50,10,,squeeze,25.0,below,fixed,,"WR(30,-50) SMA10 BBW:squeeze ADXb25 fixed10",20,2.3697,60.0,1.95,3.2,14,3.64,71.4,3.78,8.01,10.0,5.1,-1.85,10.0
20,-50,10,accumulating,not_expanded,25.0,below,fixed,,"WR(20,-50) SMA10 MFI:accumulating BBW:not_expanded ADXb25 fixed20",21,2.399,57.1,1.1,1.81,14,3.0788,85.7,3.77,5.16,20.0,6.84,-3.65,20.0
30,-30,20,accumulating,not_expanded,20.0,above,adaptive,30.0,"WR(30,-30) SMA20 MFI:accumulating BBW:not_expanded ADXa20 adaptive",26,0.4385,46.2,0.56,1.34,18,1.4414,66.7,3.77,10.99,7.2,2.77,-1.81,
30,-50,20,,,20.0,above,bbw_contract,30.0,"WR(30,-50) SMA20 ADXa20 bbw_contract",29,1.4565,75.9,1.35,2.29,20,2.5864,80.0,3.77,6.56,12.9,3.66,-3.15,
30,-40,10,not_weak,not_expanded,20.0,above,bbw_contract,30.0,"WR(30,-40) SMA10 MFI:not_weak BBW:not_expanded ADXa20 bbw_contract",27,1.5832,66.7,1.12,2.26,19,2.2809,89.5,3.75,9.72,11.7,3.6,-2.76,
14,-40,20,not_weak,not_expanded,20.0,above,sma_break,25.0,"WR(14,-40) SMA20 MFI:not_weak BBW:not_expanded ADXa20 sma_break",31,0.6687,80.6,0.81,1.71,21,2.1825,90.5,3.74,11.57,8.6,2.35,-2.52,
30,-30,10,accumulating,not_expanded,20.0,above,fixed,,"WR(30,-30) SMA10 MFI:accumulating BBW:not_expanded ADXa20 fixed15",20,0.1236,65.0,0.12,1.06,14,4.846,85.7,3.74,20.03,15.0,4.93,-3.27,15.0
30,-50,20,,squeeze,25.0,below,fixed,,"WR(30,-50) SMA20 BBW:squeeze ADXb25 fixed10",20,0.7067,55.0,0.93,1.65,14,3.6278,71.4,3.74,7.65,10.0,4.54,-1.95,10.0
14,-50,20,accumulating,not_expanded,25.0,below,sma_break,25.0,"WR(14,-50) SMA20 MFI:accumulating BBW:not_expanded ADXb25 sma_break",31,0.1314,80.6,0.14,1.1,21,3.2092,90.5,3.73,9.2,7.4,2.67,-2.35,
30,-40,20,not_weak,,20.0,above,sma_break,25.0,"WR(30,-40) SMA20 MFI:not_weak ADXa20 sma_break",31,1.1201,83.9,1.25,2.2,22,1.8763,81.8,3.73,6.32,9.5,2.45,-2.88,
30,-50,10,accumulating,squeeze,25.0,below,fixed,,"WR(30,-50) SMA10 MFI:accumulating BBW:squeeze ADXb25 fixed10",14,0.7472,50.0,0.51,1.33,10,2.5831,70.0,3.73,5.28,10.0,4.72,-2.28,10.0
20,-40,20,not_weak,not_expanded,20.0,above,sma_break,25.0,"WR(20,-40) SMA20 MFI:not_weak BBW:not_expanded ADXa20 sma_break",31,0.6497,80.6,0.79,1.69,21,2.2497,90.5,3.72,11.89,8.7,2.33,-2.55,
30,-50,20,,,20.0,above,sma_break,25.0,"WR(30,-50) SMA20 ADXa20 sma_break",32,1.422,81.2,1.48,2.47,22,2.4327,81.8,3.72,6.45,9.4,2.9,-2.77,
14,-30,20,not_weak,not_expanded,20.0,above,sma_break,25.0,"WR(14,-30) SMA20 MFI:not_weak BBW:not_expanded ADXa20 sma_break",31,0.6495,80.6,0.79,1.69,22,2.125,90.9,3.71,11.78,8.5,2.34,-2.49,
20,-30,20,not_weak,not_expanded,20.0,above,sma_break,25.0,"WR(20,-30) SMA20 MFI:not_weak BBW:not_expanded ADXa20 sma_break",31,0.6495,80.6,0.79,1.69,22,2.125,90.9,3.71,11.78,8.5,2.34,-2.49,
20,-40,10,accumulating,not_expanded,25.0,below,fixed,,"WR(20,-40) SMA10 MFI:accumulating BBW:not_expanded ADXb25 fixed15",25,1.7768,68.0,1.15,1.86,18,3.4085,77.8,3.69,12.03,15.0,6.07,-2.92,15.0
30,-40,20,accumulating,not_expanded,25.0,below,fixed,,"WR(30,-40) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed10",29,1.3466,55.2,1.13,1.88,20,3.7665,80.0,3.69,9.29,10.0,4.8,-2.2,10.0
30,-50,20,accumulating,squeeze,,,fixed,,"WR(30,-50) SMA20 MFI:accumulating BBW:squeeze fixed10",19,-0.0117,52.6,-0.01,0.99,14,2.6175,71.4,3.69,6.26,10.0,3.79,-2.05,10.0
14,-30,20,accumulating,not_expanded,,,bbw_contract,30.0,"WR(14,-30) SMA20 MFI:accumulating BBW:not_expanded bbw_contract",36,1.5489,72.2,0.96,1.89,24,1.9592,87.5,3.68,7.42,12.7,3.71,-3.03,
14,-40,20,accumulating,not_expanded,,,bbw_contract,30.0,"WR(14,-40) SMA20 MFI:accumulating BBW:not_expanded bbw_contract",35,1.5852,71.4,0.97,1.89,24,1.9592,87.5,3.68,7.42,12.8,3.74,-3.06,
20,-30,20,accumulating,not_expanded,,,bbw_contract,30.0,"WR(20,-30) SMA20 MFI:accumulating BBW:not_expanded bbw_contract",36,1.5489,72.2,0.96,1.89,24,1.9592,87.5,3.68,7.42,12.7,3.71,-3.03,
20,-50,10,accumulating,not_expanded,,,fixed,,"WR(20,-50) SMA10 MFI:accumulating BBW:not_expanded fixed15",31,2.2455,64.5,1.29,2.2,21,3.1818,81.0,3.68,16.12,15.0,5.84,-2.54,15.0
20,-50,10,accumulating,not_expanded,25.0,below,mfi_exit,25.0,"WR(20,-50) SMA10 MFI:accumulating BBW:not_expanded ADXb25 mfi_exit",24,3.4414,58.3,1.38,2.51,16,4.0522,81.2,3.68,9.99,17.2,7.04,-2.83,
30,-30,20,accumulating,not_expanded,,,bbw_contract,30.0,"WR(30,-30) SMA20 MFI:accumulating BBW:not_expanded bbw_contract",36,1.6989,72.2,1.05,1.98,24,1.9592,87.5,3.68,7.42,12.6,3.8,-2.98,
20,-40,10,accumulating,not_expanded,25.0,below,fixed,,"WR(20,-40) SMA10 MFI:accumulating BBW:not_expanded ADXb25 fixed20",21,2.8691,57.1,1.37,2.07,14,3.0405,85.7,3.67,4.91,20.0,6.82,-3.4,20.0
30,-40,20,accumulating,not_expanded,25.0,below,fixed,,"WR(30,-40) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed15",24,2.4276,66.7,1.57,2.57,16,3.05,81.2,3.66,7.82,15.0,5.83,-2.47,15.0
30,-50,10,,not_expanded,20.0,above,fixed,,"WR(30,-50) SMA10 BBW:not_expanded ADXa20 fixed10",27,0.9626,59.3,1.4,1.99,19,4.4997,73.7,3.66,13.67,10.0,4.72,-1.82,10.0
20,-40,20,,squeeze,20.0,above,sma_break,25.0,"WR(20,-40) SMA20 BBW:squeeze ADXa20 sma_break",16,0.9925,87.5,5.02,13.87,11,2.315,81.8,3.65,50.85,7.6,1.95,-1.85,
20,-50,20,,squeeze,20.0,above,sma_break,25.0,"WR(20,-50) SMA20 BBW:squeeze ADXa20 sma_break",16,1.275,93.8,6.79,145.47,11,2.315,81.8,3.65,50.85,7.5,2.08,-1.69,
30,-30,20,,squeeze,20.0,above,sma_break,25.0,"WR(30,-30) SMA20 BBW:squeeze ADXa20 sma_break",15,1.0632,86.7,4.74,13.93,11,2.315,81.8,3.65,50.85,7.8,2.03,-1.84,
20,-40,10,accumulating,squeeze,25.0,below,fixed,,"WR(20,-40) SMA10 MFI:accumulating BBW:squeeze ADXb25 fixed15",16,1.1708,56.2,0.77,1.55,11,3.9799,81.8,3.63,15.41,15.0,5.61,-2.64,15.0
30,-30,20,not_weak,,20.0,above,bbw_contract,30.0,"WR(30,-30) SMA20 MFI:not_weak ADXa20 bbw_contract",33,1.3681,75.8,1.41,2.41,23,2.3626,82.6,3.62,8.5,11.9,3.34,-3.0,
30,-50,10,,not_expanded,20.0,above,sma_break,25.0,"WR(30,-50) SMA10 BBW:not_expanded ADXa20 sma_break",31,1.0729,83.9,1.48,2.23,22,2.5033,86.4,3.62,36.78,6.1,2.53,-1.89,
14,-30,10,,not_expanded,20.0,above,fixed,,"WR(14,-30) SMA10 BBW:not_expanded ADXa20 fixed20",30,0.6643,60.0,0.55,1.33,21,3.7506,76.2,3.61,6.91,20.0,5.6,-3.33,20.0
14,-30,10,not_weak,not_expanded,20.0,above,bbw_contract,30.0,"WR(14,-30) SMA10 MFI:not_weak BBW:not_expanded ADXa20 bbw_contract",39,1.6428,64.1,1.31,2.56,26,2.0508,92.3,3.61,12.74,10.8,3.24,-2.41,
14,-50,10,,not_expanded,20.0,above,bbw_contract,30.0,"WR(14,-50) SMA10 BBW:not_expanded ADXa20 bbw_contract",37,1.1912,67.6,1.12,2.14,26,2.4903,92.3,3.61,15.26,10.6,3.64,-2.44,
30,-50,20,accumulating,not_expanded,25.0,below,bbw_contract,30.0,"WR(30,-50) SMA20 MFI:accumulating BBW:not_expanded ADXb25 bbw_contract",24,2.5916,75.0,1.65,2.94,16,2.4005,81.2,3.61,6.25,12.8,5.06,-2.76,
14,-40,10,not_weak,not_expanded,20.0,above,bbw_contract,30.0,"WR(14,-40) SMA10 MFI:not_weak BBW:not_expanded ADXa20 bbw_contract",37,1.3326,62.2,1.06,2.2,25,2.0839,92.0,3.6,12.47,10.6,3.08,-2.51,
30,-40,10,,not_expanded,20.0,above,sma_break,25.0,"WR(30,-40) SMA10 BBW:not_expanded ADXa20 sma_break",34,0.9518,79.4,1.37,2.08,24,1.8913,79.2,3.6,12.18,6.1,2.25,-2.09,
30,-40,20,accumulating,not_expanded,25.0,below,sma_break,25.0,"WR(30,-40) SMA20 MFI:accumulating BBW:not_expanded ADXb25 sma_break",30,0.752,76.7,0.93,1.77,21,2.8928,85.7,3.6,7.62,7.4,2.79,-2.34,
30,-40,20,accumulating,not_expanded,25.0,below,bbw_contract,30.0,"WR(30,-40) SMA20 MFI:accumulating BBW:not_expanded ADXb25 bbw_contract",28,2.6265,78.6,1.7,3.06,20,2.6321,85.0,3.6,8.03,12.6,5.06,-2.63,
14,-30,20,accumulating,not_expanded,25.0,below,bbw_contract,30.0,"WR(14,-30) SMA20 MFI:accumulating BBW:not_expanded ADXb25 bbw_contract",30,2.1461,76.7,1.39,2.43,20,2.0603,85.0,3.59,6.63,12.5,4.38,-2.79,
14,-40,20,accumulating,not_expanded,25.0,below,bbw_contract,30.0,"WR(14,-40) SMA20 MFI:accumulating BBW:not_expanded ADXb25 bbw_contract",29,2.1151,75.9,1.35,2.37,20,2.0603,85.0,3.59,6.63,12.6,4.38,-2.79,
20,-30,20,accumulating,not_expanded,25.0,below,bbw_contract,30.0,"WR(20,-30) SMA20 MFI:accumulating BBW:not_expanded ADXb25 bbw_contract",30,2.1461,76.7,1.39,2.43,20,2.0603,85.0,3.59,6.63,12.5,4.38,-2.79,
20,-50,20,not_weak,,20.0,above,bbw_contract,30.0,"WR(20,-50) SMA20 MFI:not_weak ADXa20 bbw_contract",33,1.3431,75.8,1.39,2.4,23,2.3466,82.6,3.59,8.45,12.2,3.38,-3.0,
30,-30,10,accumulating,squeeze,,,fixed,,"WR(30,-30) SMA10 MFI:accumulating BBW:squeeze fixed15",21,2.2733,71.4,1.74,2.81,14,3.7725,78.6,3.59,16.34,15.0,5.41,-2.24,15.0
30,-30,20,accumulating,not_expanded,25.0,below,bbw_contract,30.0,"WR(30,-30) SMA20 MFI:accumulating BBW:not_expanded ADXb25 bbw_contract",30,2.2637,76.7,1.47,2.51,20,2.0603,85.0,3.59,6.63,12.5,4.45,-2.76,
14,-50,10,,not_expanded,20.0,above,fixed,,"WR(14,-50) SMA10 BBW:not_expanded ADXa20 fixed20",29,0.849,58.6,0.65,1.4,20,3.7403,75.0,3.58,7.56,20.0,5.82,-3.27,20.0
30,-50,10,accumulating,squeeze,,,fixed,,"WR(30,-50) SMA10 MFI:accumulating BBW:squeeze fixed10",19,1.1784,52.6,0.91,1.68,13,2.3175,69.2,3.58,5.32,10.0,4.49,-1.99,10.0
20,-30,10,not_weak,not_expanded,20.0,above,sma_break,25.0,"WR(20,-30) SMA10 MFI:not_weak BBW:not_expanded ADXa20 sma_break",43,0.7224,74.4,1.14,1.87,30,1.238,80.0,3.57,8.34,6.0,1.78,-2.03,
20,-40,20,accumulating,not_expanded,25.0,below,bbw_contract,30.0,"WR(20,-40) SMA20 MFI:accumulating BBW:not_expanded ADXb25 bbw_contract",29,2.1564,75.9,1.38,2.39,20,2.0506,85.0,3.57,6.6,12.6,4.43,-2.84,
14,-30,20,accumulating,not_expanded,25.0,below,fixed,,"WR(14,-30) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed10",31,0.8984,58.1,0.74,1.5,22,3.1643,77.3,3.56,7.76,10.0,4.36,-2.35,10.0
14,-50,20,not_weak,,20.0,above,bbw_contract,30.0,"WR(14,-50) SMA20 MFI:not_weak ADXa20 bbw_contract",32,2.2737,71.9,1.58,3.16,22,2.2761,86.4,3.56,8.77,13.0,4.02,-3.12,
20,-30,20,accumulating,not_expanded,25.0,below,fixed,,"WR(20,-30) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed10",31,0.8984,58.1,0.74,1.5,22,3.1643,77.3,3.56,7.76,10.0,4.36,-2.35,10.0
30,-30,20,accumulating,not_expanded,25.0,below,fixed,,"WR(30,-30) SMA20 MFI:accumulating BBW:not_expanded ADXb25 fixed10",31,0.958,58.1,0.79,1.55,22,3.1643,77.3,3.56,7.76,10.0,4.39,-2.33,10.0
14,-40,10,,not_expanded,20.0,above,fixed,,"WR(14,-40) SMA10 BBW:not_expanded ADXa20 fixed20",30,0.6314,60.0,0.52,1.32,20,3.7772,75.0,3.55,6.67,20.0,5.62,-3.37,20.0
20,-40,10,,squeeze,20.0,above,bbw_contract,30.0,"WR(20,-40) SMA10 BBW:squeeze ADXa20 bbw_contract",16,1.5159,81.2,3.81,6.3,12,1.3047,83.3,3.55,5.51,10.1,2.91,-1.77,
14,-50,10,not_weak,squeeze,25.0,below,fixed,,"WR(14,-50) SMA10 MFI:not_weak BBW:squeeze ADXb25 fixed20",18,1.1451,61.1,0.91,1.63,12,3.2358,83.3,3.53,9.17,20.0,5.57,-3.17,20.0
30,-30,20,not_weak,,20.0,above,sma_break,25.0,"WR(30,-30) SMA20 MFI:not_weak ADXa20 sma_break",34,1.033,82.4,1.23,2.17,24,2.1514,83.3,3.52,7.65,9.3,2.46,-2.77,
14,-50,20,not_weak,,20.0,above,sma_break,25.0,"WR(14,-50) SMA20 MFI:not_weak ADXa20 sma_break",34,1.1764,82.4,1.37,2.33,23,2.0871,87.0,3.51,8.45,9.2,2.54,-2.72,
20,-30,20,,squeeze,20.0,above,sma_break,25.0,"WR(20,-30) SMA20 BBW:squeeze ADXa20 sma_break",16,0.9925,87.5,5.02,13.87,11,2.108,81.8,3.51,46.4,7.5,1.99,-1.82,
